MARCA;CATEGORIA;TRANSMISION;KILOMETRAJE;COLOR;VALOR MERCADO;PRECIO VENTA
Pontiac;Sedan;automatic;59144;black;7125;1500
Nissan;Coupe;automatic;73818;black;8000;9200
Lexus;Sedan;automatic;97001;black;23100;25500
;;manual;57999;black;37800;37500
Mercedes-Benz;SUV;automatic;93725;black;16600;15000
Nissan;SUV;automatic;97405;blue;8300;6800
Jeep;SUV;automatic;104749;silver;4925;4900
BMW;Sedan;automatic;116925;gray;7750;8800
BMW;Sedan;automatic;90245;black;10650;7000
Jeep;SUV;automatic;101429;black;7075;6800
Nissan;SUV;automatic;72888;white;10550;10750
Volkswagen;SUV;automatic;75901;burgundy;11400;3000
Acura;SUV;automatic;131505;silver;13050;12400
Nissan;Coupe;automatic;121505;gray;5600;6800
Mitsubishi;Sedan;manual;41022;white;20800;20500
Volvo;Wagon;automatic;39425;silver;17150;19000
Infiniti;Sedan;automatic;69957;gray;12300;12250
Mercedes-Benz;Coupe;automatic;96607;black;25200;26500
Toyota;Minivan;automatic;70815;beige;8200;11100
Jeep;SUV;automatic;117115;blue;13850;13100
Hyundai;Sedan;automatic;119035;red;3600;3400
Lexus;Sedan;automatic;141822;white;8675;9200
Nissan;Sedan;automatic;75118;silver;8800;8500
Pontiac;Sedan;automatic;144369;gray;3050;2700
Nissan;Sedan;;105574;gray;3900;5000
Scion;Hatchback;automatic;108418;orange;5150;7200
Mercedes-Benz;Sedan;automatic;110122;silver;11750;9500
Volkswagen;Sedan;automatic;70972;black;8725;6800
BMW;Coupe;automatic;82231;black;11450;11800
Saturn;SUV;automatic;86462;red;6900;5500
Toyota;Sedan;automatic;140464;blue;6075;5100
Toyota;Double Cab;automatic;70545;white;14350;16500
Pontiac;Coupe;manual;98777;red;3925;2550
Lexus;SUV;automatic;31920;gold;23400;28000
Nissan;Hatchback;automatic;97624;silver;3900;5000
Nissan;Coupe;automatic;58454;gray;10850;12700
Acura;Sedan;automatic;133207;gray;6450;5500
Jeep;SUV;automatic;86747;black;8275;8300
Jaguar;Sedan;automatic;101394;gray;12500;13000
Saturn;SUV;automatic;107602;black;5975;5600
Mitsubishi;Sedan;automatic;101402;blue;5475;6800
Acura;Sedan;automatic;105929;silver;8125;9700
MINI;Hatchback;automatic;57507;gray;8250;7900
Audi;Convertible;automatic;70984;black;11050;8100
Pontiac;Coupe;automatic;58510;black;9900;9500
Chevrolet;SUV;automatic;148072;gray;10550;11250
Dodge;Sedan;automatic;1;black;12450;1200
Infiniti;SUV;automatic;86721;white;14350;13000
Hyundai;Sedan;automatic;79813;silver;4275;5500
Cadillac;Sedan;automatic;118397;white;6350;7000
Ford;SuperCrew;automatic;123424;brown;12800;11400
Chevrolet;SUV;automatic;91199;white;15200;15500
Chevrolet;SUV;;103585;white;14000;14750
Chevrolet;SUV;automatic;91126;white;12400;15500
Chevrolet;Coupe;manual;94385;yellow;5025;5500
chevrolet;;automatic;115972;silver;3875;4100
Ford;SUV;;75058;black;13450;16000
GMC;SUV;automatic;105992;gray;14000;16000
Ford;Hatchback;manual;77074;black;3900;3100
Chevrolet;Sedan;automatic;100932;gold;4550;4000
HUMMER;SUV;automatic;113538;black;20500;22250
BMW;SUV;automatic;88266;black;14200;14200
Dodge;Sedan;automatic;142826;silver;5800;3800
Honda;Coupe;manual;83448;black;7925;6100
Honda;Crew Cab;automatic;208579;black;6375;5000
Ford;SUV;;88311;blue;5575;4100
Chevrolet;Crew Cab;automatic;42264;red;21000;25500
Chevrolet;SUV;automatic;108399;gray;12150;12000
Hyundai;Sedan;automatic;98392;silver;3875;2300
Chevrolet;Sedan;automatic;93605;beige;4650;5600
Chrysler;Wagon;automatic;84844;red;5275;5800
BMW;SUV;;138993;;10250;10400
Dodge;SUV;automatic;120580;white;7950;7300
BMW;SUV;automatic;127945;white;12600;13200
Jeep;SUV;automatic;119847;green;11600;13100
Chrysler;Sedan;automatic;123482;black;4725;5900
Honda;SUV;automatic;136935;burgundy;4525;3100
Chevrolet;SUV;automatic;103251;white;13850;12100
Cadillac;Sedan;automatic;96723;black;6425;5600
Cadillac;SUV;automatic;107589;off-white;17750;21750
GMC;SUV;automatic;126369;black;9050;8000
Chevrolet;Sedan;automatic;81474;black;7900;6400
landrover;;automatic;108990;white;10350;13000
GMC;Extended Cab;automatic;138061;red;7750;10800
BMW;SUV;automatic;93613;silver;13800;14750
Cadillac;SUV;automatic;115966;black;16950;18000
Chevrolet;SUV;automatic;157667;blue;9625;8400
cadillac;;automatic;174112;silver;4575;3750
Chrysler;Wagon;automatic;90376;yellow;2275;1850
Cadillac;SUV;automatic;73919;gray;9275;7400
Chevrolet;Crew Cab;automatic;64992;blue;16350;15600
Chevrolet;SUV;automatic;211033;white;8425;9700
Chrysler;Convertible;automatic;55406;silver;4250;4700
Chevrolet;Sedan;automatic;116407;gray;3500;2800
Honda;SUV;automatic;132430;black;6875;6500
Ford;SuperCab;automatic;102716;white;10050;12250
Jeep;SUV;automatic;109660;red;6425;7000
Honda;Coupe;manual;197812;gray;2175;4500
Cadillac;Sedan;automatic;102520;gray;5800;7000
Chevrolet;SUV;automatic;100815;white;12550;13000
Kia;Sedan;automatic;128466;silver;1525;750
HUMMER;SUV;automatic;71031;gray;13450;15750
Chrysler;Sedan;automatic;102388;black;5875;2600
Jeep;SUV;manual;92300;red;14150;12250
GMC;SUV;automatic;86548;gray;16050;15000
BMW;SUV;automatic;93250;gray;13750;15250
Dodge;Wagon;automatic;133514;white;2850;2800
Ford;Regular Cab;;49492;white;5125;6300
Ford;Sedan;automatic;111324;blue;5200;4100
Chrysler;Wagon;automatic;96054;red;4400;3600
BMW;SUV;automatic;106702;gold;12850;12000
Infiniti;Sedan;automatic;112200;black;12100;11700
;;automatic;55299;black;21800;21000
Chevrolet;Minivan;automatic;30539;white;4775;4300
Lexus;Sedan;automatic;109910;gray;12350;12300
Ford;SUV;automatic;93071;silver;7100;7000
Dodge;Wagon;automatic;148825;white;3375;3100
Jeep;SUV;automatic;88470;silver;11800;12250
Ford;SuperCab;automatic;98129;gold;6225;9000
Chevrolet;Crew Cab;automatic;158421;white;9900;9300
Lexus;Sedan;automatic;92210;black;12750;11250
Jeep;SUV;;105798;black;8525;9200
Ford;SUV;automatic;147648;gray;5925;6700
Honda;Sedan;automatic;122790;blue;5750;5100
Honda;SUV;automatic;95040;black;8150;9400
Infiniti;Sedan;;169940;blue;6650;5250
Dodge;Wagon;automatic;107515;gray;3300;2500
chevrolet;;automatic;56923;black;21000;23000
Ford;SUV;;86303;white;5500;5200
Jeep;SUV;automatic;109825;gray;6875;6200
Chevrolet;SUV;automatic;136621;gray;4300;3800
Chrysler;Convertible;automatic;109613;red;2450;2100
GMC;SUV;automatic;141304;white;12850;10600
Dodge;Sedan;automatic;186541;white;2900;3750
Chevrolet;Extended Cab;automatic;210987;white;2675;5600
Ford;Crew Cab;automatic;75476;white;15350;13500
landrover;;automatic;118666;black;14150;16500
BMW;SUV;automatic;89437;silver;14400;15200
Buick;SUV;automatic;131409;silver;3425;2300
Chevrolet;SUV;automatic;95195;gray;6925;5300
Honda;Coupe;automatic;90073;gray;5550;1500
Chevrolet;SUV;automatic;95641;white;6075;4900
Jeep;SUV;;141485;white;4175;4100
Dodge;Wagon;;195664;gray;2300;1500
Cadillac;Sedan;automatic;120288;black;5250;5200
Chrysler;Wagon;automatic;88331;black;2325;2700
Lexus;Sedan;automatic;90558;silver;11000;11600
;;manual;76597;white;5475;1500
BMW;SUV;automatic;93100;gray;13750;15000
MINI;Convertible;automatic;69164;orange;9000;6000
Ford;SUV;automatic;67455;gold;6250;8100
Jeep;SUV;automatic;110515;blue;4500;4000
Ford;SuperCrew;;127402;gray;8350;6400
Honda;Sedan;manual;103234;silver;6250;6750
Cadillac;SUV;automatic;92705;black;19250;15000
Buick;SUV;automatic;85303;white;6325;6000
BMW;Sedan;automatic;101296;black;9925;10100
Chrysler;Wagon;automatic;102536;burgundy;2425;1600
Cadillac;SUV;automatic;44510;black;21600;23250
Cadillac;SUV;automatic;111570;off-white;17600;18750
Dodge;Sedan;automatic;124140;black;4825;3800
Chevrolet;SUV;automatic;123208;gray;13100;13500
Dodge;SUV;automatic;176936;black;3925;4800
GMC;SUV;automatic;97046;gray;9000;10100
Chevrolet;SUV;automatic;114028;black;15150;16800
Jeep;SUV;automatic;79140;green;15000;15000
Ford;Sedan;automatic;108851;burgundy;3725;3800
GMC;Crew Cab;automatic;69243;black;22000;24500
Dodge;Wagon;automatic;82643;red;3525;5000
Chevrolet;Coupe;;92320;silver;4800;5800
Dodge;Wagon;automatic;100573;silver;3225;1800
BMW;Sedan;automatic;78154;black;12000;12000
Infiniti;Sedan;automatic;126604;blue;8500;7250
Ford;Regular Cab;automatic;64042;white;6175;5900
Ford;Sedan;automatic;100202;silver;3100;4700
Honda;SUV;automatic;63760;silver;7950;7800
Infiniti;SUV;automatic;112101;brown;10650;11000
Kia;SUV;automatic;119996;black;4400;5400
Cadillac;SUV;automatic;98404;white;19000;18500
GMC;SUV;automatic;86580;gray;13800;15500
Chevrolet;Van;automatic;55894;beige;9525;8800
Kia;Wagon;automatic;122358;red;3000;2700
chevrolet;;automatic;118042;silver;3800;4200
Ford;Sedan;automatic;151270;black;2700;1000
Kia;SUV;automatic;97898;black;4675;5400
GMC;SUV;automatic;160242;black;11200;13000
Cadillac;SUV;;119045;;17100;19500
GMC;SUV;automatic;69999;blue;12700;8500
Chevrolet;SUV;;100650;white;14850;13300
Honda;Minivan;automatic;135617;silver;6725;7700
Ford;SUV;automatic;92525;black;9150;9000
Ford;SUV;;154974;silver;5600;4400
Mercedes-Benz;Sedan;automatic;73124;white;10650;12250
Nissan;SUV;automatic;102674;black;7800;7100
Nissan;Hatchback;manual;92688;gray;3650;3400
Nissan;Hatchback;;86313;black;4475;2900
Saturn;Sedan;manual;90431;black;3200;1400
Saturn;SUV;automatic;79436;gray;5150;1700
Toyota;Hatchback;automatic;111558;white;6600;8200
Mercedes-Benz;Wagon;automatic;122458;white;7450;9000
Mazda;Sedan;automatic;171479;silver;3375;2750
Mercedes-Benz;Coupe;automatic;114104;silver;7725;7300
Scion;Hatchback;automatic;64361;gray;6875;6800
mitsubishi;;automatic;16822;red;3150;4900
Mercedes-Benz;Wagon;automatic;119866;silver;7775;6500
Toyota;SUV;;123442;blue;6875;7800
Toyota;SUV;automatic;133013;blue;6275;5900
Toyota;Hatchback;automatic;168641;gray;4575;5500
Mitsubishi;Hatchback;automatic;98131;gray;4725;4800
Lexus;SUV;automatic;99947;gold;12650;13500
Toyota;Sedan;automatic;111455;red;6575;7900
BMW;Sedan;automatic;124150;black;5925;6000
Saturn;Sedan;automatic;119620;silver;2550;1300
Volkswagen;Sedan;automatic;101416;gray;4400;3900
Nissan;Sedan;automatic;161713;white;4000;4100
Toyota;SUV;automatic;132960;blue;11000;11500
Mercedes-Benz;SUV;automatic;66980;silver;16300;13500
Nissan;Crew Cab;manual;194835;red;4925;6000
mercedes;;automatic;141008;red;5500;5300
MINI;Hatchback;automatic;76053;gray;6900;7200
Volkswagen;Hatchback;automatic;83480;silver;7475;7000
Nissan;Sedan;automatic;98167;black;4125;6300
Nissan;Sedan;automatic;116514;red;5250;5500
Toyota;Sedan;automatic;92484;gold;5850;3000
Toyota;Sedan;automatic;147370;silver;7325;7000
Nissan;SUV;automatic;117735;white;6425;9200
Volkswagen;Sedan;automatic;115622;silver;3700;3300
Mercedes-Benz;Sedan;automatic;123173;silver;16100;16800
Audi;Sedan;automatic;114685;blue;6175;2800
Nissan;SUV;automatic;103653;blue;10000;7800
Saturn;SUV;automatic;210113;white;975;700
Toyota;Sedan;automatic;111836;blue;4175;5600
Toyota;Sedan;automatic;99475;silver;5700;7100
Saturn;SUV;automatic;124556;white;3600;3300
mazda;;automatic;134913;silver;3625;2500
Toyota;Sedan;automatic;101904;green;7400;6900
Scion;Hatchback;automatic;82035;black;6400;4500
Nissan;Sedan;automatic;69836;gray;4950;6200
Volkswagen;Wagon;automatic;68505;black;5850;5600
BMW;Sedan;automatic;103460;black;6650;7100
mazda;;automatic;89169;white;6050;4500
Volkswagen;Sedan;automatic;102302;gray;4150;5200
Volkswagen;Sedan;automatic;145388;black;2800;2200
BMW;Sedan;automatic;121598;blue;6000;5800
Pontiac;Coupe;automatic;108476;white;4325;3100
Lexus;Sedan;automatic;154514;silver;8750;8900
Nissan;Sedan;automatic;97092;;6500;3800
Scion;Hatchback;automatic;90738;white;6100;6200
Toyota;Hatchback;manual;113220;black;3175;3500
Nissan;King Cab;automatic;116107;green;7100;6700
Volvo;SUV;automatic;73918;silver;8425;7000
BMW;Sedan;automatic;80363;silver;19750;17500
Toyota;Sedan;automatic;94437;white;6750;7400
Audi;Sedan;automatic;85546;black;13000;10250
Nissan;Sedan;automatic;77236;gray;6250;7800
Nissan;Crew Cab;automatic;87181;red;11400;11600
Lincoln;SUV;automatic;107836;black;11450;10100
Audi;Convertible;automatic;60586;gray;8375;5600
Toyota;SUV;automatic;241273;black;9875;10500
toyota;;automatic;73321;blue;6450;7300
BMW;Sedan;automatic;64207;purple;8050;9000
Toyota;Sedan;;125733;gold;4750;5200
Volvo;Wagon;automatic;97277;silver;6600;5000
Audi;Sedan;automatic;1;black;8800;3100
Nissan;King Cab;automatic;154314;white;4500;6100
BMW;Sedan;automatic;117803;silver;7300;6600
toyota;;automatic;100737;red;12400;14600
Audi;Sedan;automatic;120439;black;5150;3800
Pontiac;Sedan;automatic;96237;silver;4775;4900
Nissan;Sedan;automatic;80510;green;6000;6800
Acura;Sedan;automatic;94760;silver;8425;8700
Mercedes-Benz;Sedan;automatic;117139;silver;17150;14400
Mercedes-Benz;Convertible;automatic;53062;red;24500;27750
Volkswagen;Hatchback;automatic;95772;blue;3475;3300
Subaru;Sedan;manual;61246;gray;10650;13400
Nissan;Sedan;automatic;99398;white;4100;5000
Mercedes-Benz;Coupe;automatic;89992;black;11500;5000
Toyota;CrewMax Cab;automatic;76863;gray;15850;19100
Nissan;SUV;automatic;89034;white;7550;6800
Nissan;Sedan;automatic;86156;blue;7000;6800
Toyota;Hatchback;automatic;209904;blue;2825;4500
Toyota;Sedan;;135878;green;4875;2500
Lexus;SUV;automatic;252534;silver;8200;7400
Lexus;SUV;automatic;90778;white;13350;16750
Nissan;SUV;automatic;89004;gray;10200;9500
mercedes;;automatic;137722;white;5625;4900
Acura;Sedan;automatic;84019;silver;9125;8400
Acura;SUV;automatic;145706;black;7250;5600
Volkswagen;Hatchback;automatic;95836;silver;3525;3000
Toyota;Sedan;automatic;43997;black;7975;9000
BMW;Wagon;automatic;76377;black;10350;7700
BMW;Sedan;automatic;118696;gray;6100;8400
Saturn;Sedan;automatic;81362;black;5375;5200
Volkswagen;Sedan;automatic;138489;silver;3125;3200
Nissan;Sedan;automatic;153946;blue;4175;4000
Mercedes-Benz;SUV;automatic;97702;black;14700;12500
Mercedes-Benz;Sedan;automatic;160956;silver;13050;13200
BMW;Sedan;automatic;113206;black;7975;6000
Acura;Hatchback;automatic;151841;black;3625;3300
Pontiac;Convertible;automatic;89869;silver;6300;7750
mazda;;automatic;115872;silver;3700;2800
Volkswagen;Sedan;automatic;85270;white;4975;5000
Toyota;Sedan;automatic;90840;silver;5550;6600
BMW;Sedan;automatic;184049;red;3800;1300
BMW;Convertible;manual;64937;black;18200;21100
mercedes;;automatic;73978;silver;8250;7200
Toyota;Sedan;automatic;56274;gold;9475;12750
Pontiac;Sedan;automatic;118144;blue;3925;3200
Nissan;SUV;automatic;79271;silver;8825;8800
Nissan;Sedan;automatic;129470;white;5075;6700
Lexus;Sedan;automatic;104290;gray;11200;9750
Nissan;Sedan;automatic;127972;gray;5275;6200
Toyota;SUV;automatic;91459;beige;8200;9600
Toyota;Sedan;automatic;142660;silver;6725;7000
Mercury;SUV;;62886;gray;7325;7100
Toyota;Sedan;automatic;106750;red;5550;7500
Mercury;Sedan;automatic;143418;black;2225;1500
Audi;Sedan;automatic;123167;gray;5625;6250
Volkswagen;Sedan;automatic;84155;white;4825;5000
Acura;Sedan;automatic;87088;gray;8775;10600
Mercedes-Benz;Sedan;automatic;46151;black;23000;29000
Acura;SUV;automatic;70646;gray;11100;12250
Nissan;Sedan;automatic;155440;red;3825;2700
Toyota;SUV;automatic;33980;blue;17650;22000
lexus;;automatic;86184;green;17000;17750
Mercedes-Benz;Sedan;automatic;67118;white;21300;26250
Audi;Sedan;manual;178729;black;2775;3800
Lexus;Sedan;automatic;117688;silver;16750;16000
Toyota;Sedan;automatic;115174;silver;4250;2500
GMC;SUV;automatic;121488;white;7700;5500
Jeep;SUV;automatic;92858;white;7625;8000
BMW;Sedan;automatic;74756;silver;11350;10000
Ford;Sedan;automatic;109174;blue;2950;2200
Chrysler;Sedan;automatic;121589;blue;4575;2700
GMC;Crew Cab;automatic;225462;white;6500;4700
Chrysler;Sedan;automatic;105117;blue;6250;5700
Chevrolet;Sedan;automatic;120425;gray;3400;1100
Ford;SuperCab;automatic;29554;white;9725;17250
Chrysler;Sedan;automatic;131198;silver;5275;3500
Ford;SuperCrew;automatic;107040;black;9200;8800
Chevrolet;Sedan;automatic;125368;silver;4050;2300
Chrysler;Sedan;automatic;109172;silver;6875;6300
Ford;Crew Cab;automatic;72222;gray;18600;18900
Dodge;Sedan;automatic;129943;blue;4350;4700
Ford;Sedan;automatic;74022;silver;3450;5000
Ford;SuperCrew;;125725;gray;8225;7000
Ford;SuperCrew;automatic;92699;red;10600;12300
Honda;Coupe;automatic;187089;black;2400;4700
Infiniti;Sedan;automatic;159962;gray;4800;5200
Ford;SUV;automatic;148704;red;4025;3700
Chrysler;Sedan;automatic;166706;black;3275;3400
Chevrolet;SUV;automatic;136522;white;6450;5500
Buick;Sedan;automatic;124964;black;3500;3400
Infiniti;Sedan;automatic;99558;silver;9700;4200
GMC;SUV;automatic;74290;black;6700;5500
Chevrolet;Van;automatic;1;white;8675;1000
Infiniti;SUV;automatic;115178;gray;9675;8300
Dodge;Wagon;automatic;149569;black;3050;900
Chrysler;Sedan;automatic;101707;green;7300;4200
Jaguar;Sedan;automatic;123814;black;3000;2900
Chevrolet;Hatchback;automatic;107469;red;2250;1300
Chevrolet;Coupe;automatic;126012;white;2550;850
Chevrolet;Van;automatic;178410;green;4025;3100
Cadillac;Sedan;automatic;165404;gray;3625;1100
Ford;SUV;automatic;165977;burgundy;3825;3100
Jeep;SUV;automatic;86295;black;6150;3500
Dodge;Quad Cab;automatic;114246;blue;7325;5300
Chrysler;Wagon;automatic;112170;silver;2100;2300
MINI;Hatchback;automatic;69063;blue;6275;6900
Chevrolet;Crew Cab;automatic;80566;gray;12550;13700
Dodge;SUV;automatic;93109;blue;5850;4500
Chevrolet;Sedan;automatic;162687;silver;2125;700
Cadillac;Sedan;automatic;85305;blue;6250;6900
Infiniti;SUV;automatic;180240;blue;7025;6300
Chevrolet;SUV;automatic;90174;blue;7275;6100
Ford;SuperCrew;automatic;130188;burgundy;8050;6600
Chrysler;Sedan;automatic;70271;silver;6150;3500
Ford;SuperCrew;automatic;96321;gray;7275;13100
Hyundai;Sedan;automatic;73584;blue;5125;3000
Kia;Sedan;automatic;113876;blue;2800;500
Honda;Minivan;automatic;180282;gold;3350;4900
Dodge;Quad Cab;automatic;188016;silver;3750;4400
Jeep;SUV;automatic;104508;silver;7725;9800
Chevrolet;Crew Cab;automatic;127478;white;7525;8000
Ford;SUV;automatic;82229;gray;8050;7800
Honda;Sedan;automatic;95782;red;6300;6200
Dodge;Regular Cab;automatic;104731;black;7175;5700
GMC;SUV;automatic;9905;white;14450;20000
Chrysler;Sedan;automatic;131948;black;5075;7300
Ford;SuperCrew;automatic;153708;silver;9775;8500
Ford;Sedan;manual;81846;black;3675;3050
Chevrolet;Coupe;automatic;145455;white;2025;1950
Chevrolet;Sedan;automatic;107697;silver;5050;6250
Honda;Minivan;automatic;154619;gray;5150;6200
Chevrolet;Sedan;automatic;115773;white;3775;2600
Ford;Sedan;automatic;149874;white;2700;1800
BMW;SUV;automatic;97564;black;8475;7600
Infiniti;SUV;automatic;141275;white;9350;9800
Dodge;Sedan;automatic;146285;blue;3800;5500
chevrolet;;automatic;133057;purple;3225;2900
landrover;;automatic;106133;gray;8900;7000
Dodge;Minivan;automatic;134159;silver;2400;3000
Chrysler;Minivan;automatic;171405;green;900;1150
Ford;SUV;automatic;63007;white;8300;6200
Infiniti;Coupe;manual;141744;gray;6400;3500
Bentley;Sedan;automatic;15909;blue;52600;57250
Chevrolet;SUV;automatic;170437;black;3925;3800
Ford;Crew Cab;automatic;126793;white;9650;8000
Honda;Convertible;manual;45509;blue;16350;17300
Dodge;SUV;automatic;114339;silver;5375;3000
Honda;SUV;automatic;96743;white;8175;10200
Chrysler;Sedan;automatic;129777;gray;1675;1300
GMC;Crew Cab;automatic;175712;black;16050;15250
Infiniti;Sedan;automatic;174676;gray;4025;4200
Honda;Coupe;automatic;112468;blue;4700;6800
Kia;SUV;manual;125336;black;3225;2500
Chevrolet;Crew Cab;automatic;160509;white;16000;13100
Dodge;Minivan;automatic;95228;silver;3425;3800
Ford;Crew Cab;automatic;58843;gray;19450;14500
